-209.38,-22.65,-39.05,90.29,89.46,-28.3,0.0
-210.161,-22.556,-38.932,90.843,90.649,-28.504,0.0
-212.947,-22.101,-38.515,92.97,95.047,-29.121,0.0
-216.973,-21.08,-37.879,96.775,102.018,-29.598,0.0
-221.116,-19.46,-36.963,103.057,110.798,-29.017,0.0
-223.462,-17.992,-35.567,113.127,119.413,-26.09,0.0
-222.422,-17.968,-33.899,127.187,124.901,-20.51,0.0
-219.081,-19.279,-33.047,140.92,126.008,-14.946,0.0
-215.638,-20.768,-33.225,151.311,124.842,-11.225,0.0
-213.197,-21.823,-33.832,157.782,123.352,-9.287,0.0
-212.16,-22.261,-34.208,160.386,122.595,-8.614,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,-8.599,0.0
-212.135,-22.272,-34.218,160.451,122.576,13.319,0.0
-212.135,-22.272,-34.218,160.451,122.576,50.062,0.0
-212.135,-22.272,-34.218,160.451,122.576,86.084,0.0
-212.135,-22.272,-34.218,160.451,122.576,122.827,0.0
-212.135,-22.272,-34.218,160.451,122.576,158.84,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.135,-22.272,-34.218,160.451,122.576,171.401,0.0
-212.084,-21.568,-34.91,160.451,122.572,171.349,0.0
-211.83,-18.069,-38.473,160.477,122.441,171.138,0.0
-211.397,-12.014,-45.108,160.621,121.774,170.962,0.0
-210.875,-4.378,-54.297,160.954,120.162,171.071,0.0
-210.516,1.256,-61.63,161.281,118.454,171.367,0.0
-210.341,4.177,-65.605,161.467,117.406,171.583,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.31,4.699,-66.328,161.502,117.208,171.626,0.0
-210.32,4.067,-65.557,161.479,117.342,171.586,0.0
-210.368,0.717,-61.571,161.37,117.959,171.402,0.0
-210.441,-5.419,-54.685,161.237,118.689,171.197,0.0
-210.501,-14.817,-45.21,161.221,118.779,171.226,0.0
-210.469,-24.626,-36.702,161.445,117.537,171.668,0.0
-210.364,-31.913,-31.261,161.742,115.756,172.221,0.0
-210.264,-36.154,-28.422,161.951,114.396,172.61,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,172.69,0.0
-210.242,-36.976,-27.899,161.993,114.106,171.188,0.0
-210.242,-36.976,-27.899,161.993,114.106,139.245,0.0
-210.242,-36.976,-27.899,161.993,114.106,103.222,0.0
-210.242,-36.976,-27.899,161.993,114.106,67.2,0.0
-210.242,-36.976,-27.899,161.993,114.106,30.457,0.0
