218.872,-22.671,-29.009,-176.688,128.675,-6.82,0.0
222.473,-19.257,-27.92,-165.524,134.207,-2.486,0.0
226.131,-16.242,-28.058,-152.99,137.752,3.702,0.0
229.165,-14.041,-29.137,-140.428,138.869,10.698,0.0
231.165,-12.803,-30.735,-128.742,137.65,17.53,0.0
231.853,-12.641,-32.362,-119.035,134.457,23.144,0.0
231.275,-13.434,-33.722,-111.512,129.834,27.155,0.0
229.459,-15.015,-34.819,-105.55,123.89,29.772,0.0
226.478,-17.057,-35.693,-100.964,116.997,31.054,0.0
222.172,-19.307,-36.547,-97.141,108.929,31.211,0.0
216.668,-21.284,-37.548,-93.827,100.021,30.341,0.0
212.058,-22.301,-38.463,-91.544,93.219,29.14,0.0
209.614,-22.63,-38.995,-90.401,89.778,28.376,0.0
209.382,-22.654,-39.048,-90.293,89.456,28.299,0.0
209.382,-22.654,-39.048,-90.293,89.456,28.299,0.0
209.382,-22.654,-39.048,-90.293,89.456,28.299,0.0
209.382,-22.654,-39.048,-90.293,89.456,28.299,0.0
208.672,-21.983,-39.065,-90.643,88.838,28.958,0.0
206.147,-19.355,-39.293,-92.007,86.71,31.409,0.0
202.232,-14.457,-40.241,-94.507,83.667,35.551,0.0
198.468,-8.656,-42.021,-97.367,81.103,39.897,0.0
196.486,-5.109,-43.392,-99.049,79.92,42.299,0.0
195.862,-3.917,-43.896,-99.601,79.573,43.065,0.0
195.861,-3.914,-43.897,-99.602,79.572,43.067,0.0
195.861,-3.914,-43.897,-99.602,79.572,43.067,0.0
195.861,-3.914,-43.897,-99.602,79.572,43.067,0.0
195.861,-3.914,-43.897,-99.602,79.572,43.067,0.0
194.873,-3.623,-44.236,-100.28,78.843,43.148,0.0
191.608,-2.501,-45.551,-102.531,76.428,43.444,0.0
186.243,-0.103,-48.418,-106.253,72.433,44.008,0.0
180.634,3.246,-52.539,-110.152,68.177,44.63,0.0
175.681,7.061,-57.402,-113.541,64.275,45.107,0.0
171.158,11.423,-63.168,-116.499,60.495,45.35,0.0
167.197,16.126,-69.619,-118.853,56.897,45.251,0.0
163.731,21.132,-76.726,-120.569,53.403,44.734,0.0
161.619,24.714,-81.949,-121.348,51.05,44.098,0.0
160.789,26.254,-84.228,-121.575,50.067,43.756,0.0
160.757,26.317,-84.321,-121.582,50.028,43.741,0.0
160.757,26.317,-84.321,-121.582,50.028,43.741,0.0
160.757,26.317,-84.321,-121.582,50.028,43.741,0.0
160.79,26.37,-84.394,-121.538,50.041,43.699,0.0
161.361,27.288,-85.678,-120.766,50.267,42.964,0.0
161.969,28.306,-87.111,-119.936,50.505,42.159,0.0
162.578,29.369,-88.619,-119.094,50.74,41.326,0.0
163.163,30.437,-90.145,-118.273,50.963,40.495,0.0
163.748,31.553,-91.752,-117.438,51.181,39.633,0.0
164.323,32.699,-93.414,-116.604,51.392,38.753,0.0
164.875,33.853,-95.1,-115.787,51.591,37.871,0.0
165.427,35.063,-96.88,-114.953,51.785,36.95,0.0
165.958,36.285,-98.69,-114.132,51.968,36.022,0.0
166.489,37.571,-100.607,-113.29,52.146,35.049,0.0
167.009,38.901,-102.603,-112.441,52.316,34.044,0.0
167.509,40.251,-104.643,-111.6,52.474,33.024,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
167.705,40.8,-105.476,-111.264,52.535,32.609,0.0
