209.38,-22.65,-39.05,-90.29,89.46,28.3,0.0
209.384,-22.647,-39.055,-90.288,89.463,28.299,0.0
209.384,-22.647,-39.055,-90.288,89.463,28.299,0.0
209.954,-22.568,-38.94,-90.559,90.25,28.491,0.0
212.909,-21.996,-38.418,-91.955,94.446,29.411,0.0
217.968,-20.479,-37.648,-94.573,102.072,30.679,0.0
223.083,-18.13,-36.974,-97.981,110.678,31.36,0.0
226.921,-15.66,-36.415,-101.933,118.3,31.007,0.0
229.569,-13.401,-35.767,-106.92,125.03,29.467,0.0
230.974,-11.745,-34.909,-113.148,130.555,26.655,0.0
231.203,-10.873,-33.773,-121.08,134.869,22.419,0.0
230.223,-10.942,-32.444,-130.952,137.686,16.767,0.0
228.058,-12.004,-31.212,-142.584,138.608,10.067,0.0
224.887,-14.016,-30.519,-155.36,137.251,3.077,0.0
221.362,-16.658,-30.807,-167.464,133.674,-2.777,0.0
217.975,-19.616,-32.265,-178.23,128.3,-6.881,0.0
215.074,-22.491,-34.967,-187.515,121.75,-9.077,0.0
213.05,-24.643,-38.416,-194.735,115.469,-9.586,0.0
212.145,-25.61,-40.833,-198.562,111.816,-9.359,0.0
211.926,-25.84,-41.566,-199.603,110.797,-9.235,0.0
211.926,-25.84,-41.566,-199.603,110.797,17.129,0.0
211.926,-25.84,-41.566,-199.603,110.797,53.125,0.0
211.926,-25.84,-41.566,-199.603,110.797,89.841,0.0
211.926,-25.84,-41.566,-199.603,110.797,125.837,0.0
211.926,-25.84,-41.566,-199.603,110.797,162.316,0.0
211.926,-25.84,-41.566,-199.603,110.797,170.765,0.0
211.926,-25.84,-41.566,-199.603,110.797,170.765,0.0
211.926,-25.84,-41.566,-199.603,110.797,170.765,0.0
211.923,-25.762,-41.627,-199.605,110.814,170.762,0.0
211.829,-23.474,-43.458,-199.669,111.273,170.684,0.0
211.652,-18.214,-47.945,-199.782,112.056,170.569,0.0
211.469,-10.404,-55.335,-199.851,112.507,170.584,0.0
211.366,-2.581,-63.616,-199.793,112.108,170.848,0.0
211.326,4.504,-71.865,-199.64,111.025,171.308,0.0
211.321,8.728,-77.111,-199.512,110.064,171.677,0.0
211.322,10.102,-78.869,-199.465,109.701,171.813,0.0
211.322,10.103,-78.87,-199.465,109.701,171.813,0.0
211.322,10.103,-78.87,-199.465,109.701,171.813,0.0
211.322,10.103,-78.87,-199.465,109.701,171.813,0.0
211.322,10.103,-78.87,-199.465,109.701,171.813,0.0
211.322,10.103,-78.87,-199.465,109.701,171.813,0.0
211.322,10.105,-78.876,-199.459,109.694,171.819,0.0
211.322,9.589,-78.214,-199.477,109.833,171.768,0.0
211.322,6.441,-74.243,-199.578,110.607,171.475,0.0
211.344,0.338,-66.932,-199.734,111.738,171.018,0.0
211.425,-7.573,-58.233,-199.838,112.456,170.655,0.0
211.581,-15.518,-50.398,-199.814,112.303,170.55,0.0
211.822,-23.169,-43.708,-199.671,111.325,170.676,0.0
212.043,-28.295,-39.683,-199.519,110.218,170.866,0.0
212.139,-30.202,-38.278,-199.453,109.716,170.955,0.0
212.134,-30.214,-38.27,-199.459,109.716,152.51,0.0
212.134,-30.214,-38.27,-199.459,109.716,115.794,0.0
212.134,-30.214,-38.27,-199.459,109.716,79.799,0.0
212.134,-30.214,-38.27,-199.459,109.716,43.083,0.0
212.134,-30.214,-38.27,-199.459,109.716,6.367,0.0
212.134,-30.214,-38.27,-199.459,109.716,-9.045,0.0
212.134,-30.214,-38.27,-199.459,109.716,-9.045,0.0
212.134,-30.214,-38.27,-199.459,109.716,-9.045,0.0
212.13,-30.215,-38.272,-199.459,109.711,-9.051,0.0
212.131,-30.213,-38.268,-199.454,109.716,-9.052,0.0
212.437,-29.861,-37.312,-198.063,111.095,-9.253,0.0
213.525,-28.59,-34.703,-193.731,115.281,-9.578,0.0
215.801,-25.964,-31.357,-186.087,122.005,-9.071,0.0
